option_type,strike,creation,maturity,mark_price,last_price,mark_iv,index_price
call,63000.0,2024-05-23 18:11:00,2024-05-25 08:00:00,0.0852,0.079,100.0,68777.9
put,63000.0,2024-05-23 18:11:00,2024-05-25 08:00:00,0.0001,0.0001,100.0,68777.9
put,64000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0002,0.0003,89.28,68777.9
put,65000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0003,0.0009,77.7,68777.55
call,65500.0,2024-05-23 18:11:00,2024-05-25 08:00:00,0.0491,0.0415,68.96,68777.55
put,65500.0,2024-05-23 18:11:00,2024-05-25 08:00:00,0.0003,0.0003,68.96,68777.55
call,66000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0419,0.034,60.14,68777.55
put,66000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0003,0.0019,60.14,68777.55
call,66500.0,2024-05-23 17:51:00,2024-05-25 08:00:00,0.0347,0.0265,53.59,68777.55
put,66500.0,2024-05-23 17:51:00,2024-05-25 08:00:00,0.0004,0.0006,53.62,68778.49
put,67000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0007,0.007,50.9,68778.49
put,67500.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0009,0.007,43.64,68778.49
call,68000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0142,0.003,38.82,68778.77
put,68000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0016,0.0012,38.82,68778.77
call,68500.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0085,0.0125,35.29,68778.77
put,68500.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0031,0.0085,35.29,68778.77
call,69000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0041,0.0034,32.92,68777.55
put,69000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.006,0.0105,32.99,68780.22
call,69500.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.002,0.0006,34.98,68780.22
put,69500.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0111,0.0135,34.98,68780.22
call,70000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0008,0.0006,36.43,68780.22
put,70000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0173,0.017,36.43,68780.22
call,70500.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0004,0.0005,40.3,68780.57
put,70500.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0241,0.038,40.3,68780.57
call,71000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0003,0.0002,45.95,68780.57
call,71500.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0003,0.0017,54.36,68780.57
call,72000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0002,0.0003,56.41,68781.27
put,72000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0456,0.0465,56.41,68781.27
call,73000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0,0.0001,56.41,68781.27
put,73000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.06,0.0585,56.41,68781.27
call,74000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0,0.002,56.41,68781.27
put,74000.0,2024-05-22 08:01:00,2024-05-25 08:00:00,0.0745,0.0865,56.41,68781.27
put,62000.0,2024-05-23 18:06:00,2024-05-26 08:00:00,0.0001,0.0003,71.0,68782.02
put,63000.0,2024-05-23 13:40:00,2024-05-26 08:00:00,0.0002,0.0003,63.56,68782.02
call,64000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0733,0.051,55.37,68782.02
put,64000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0002,0.001,55.37,68782.02
put,65000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0004,0.0033,49.55,68781.95
put,65500.0,2024-05-23 18:44:00,2024-05-26 08:00:00,0.0005,0.0009,46.42,68781.95
call,66000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0448,0.0335,44.18,68781.95
put,66000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0007,0.0013,44.19,68782.94
call,66500.0,2024-05-23 17:40:00,2024-05-26 08:00:00,0.0377,0.024,40.31,68782.94
call,67000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0307,0.024,36.48,68781.95
put,67000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0011,0.005,36.5,68782.94
call,67500.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0241,0.0001,34.04,68782.94
put,67500.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0017,0.0034,34.05,68786.42
call,68000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.018,0.0125,32.47,68786.42
call,68500.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0126,0.01,31.01,68786.42
call,69500.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0055,0.0021,32.16,68786.51
put,69500.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.012,0.0145,32.16,68786.51
call,70000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0032,0.0022,32.23,68786.51
put,70000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.017,0.018,32.23,68786.51
call,71000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0011,0.0135,34.13,68787.63
call,72000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0005,0.0004,37.83,68787.68
put,72000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0432,0.0685,37.9,68787.68
call,73000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0005,0.0003,47.88,68787.68
call,75000.0,2024-05-23 08:01:00,2024-05-26 08:00:00,0.0001,0.0002,49.47,68787.76
put,61000.0,2024-05-24 08:27:00,2024-05-27 08:00:00,0.0001,0.0001,63.63,68787.76
put,63000.0,2024-05-24 08:00:03,2024-05-27 08:00:00,0.0003,0.0009,54.13,68788.79
put,67500.0,2024-05-24 08:00:03,2024-05-27 08:00:00,0.0031,0.0022,34.93,68791.42
call,68000.0,2024-05-24 08:00:03,2024-05-27 08:00:00,0.0215,0.01,31.4,68791.42
put,69000.0,2024-05-24 08:00:03,2024-05-27 08:00:00,0.0093,0.019,32.6,68794.04
call,69500.0,2024-05-24 13:06:00,2024-05-27 08:00:00,0.0093,0.009,33.6,68794.04
call,70000.0,2024-05-24 08:00:03,2024-05-27 08:00:00,0.0066,0.007,33.94,68789.61
call,30000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.5708,0.4345,100.0,68788.99
call,38000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.4564,0.343,100.0,68789.91
put,38000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0,0.0002,100.0,68789.91
call,40000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.4278,0.4165,100.0,68789.49
put,40000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0,0.0001,100.0,68789.49
call,42000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.3992,0.38,100.0,68789.49
put,42000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0,0.0018,100.0,68789.49
call,44000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.3706,0.357,100.0,68789.54
put,44000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0,0.0001,100.0,68789.54
call,45000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.3563,0.3355,100.0,68789.54
call,46000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.342,0.327,100.0,68791.15
put,46000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0,0.0007,100.0,68791.15
call,47000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.3277,0.31,100.0,68791.15
put,47000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0,0.0004,100.0,68791.15
put,48000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0001,0.0004,100.0,68791.0
call,49000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.2992,0.2895,100.0,68791.0
put,49000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0001,0.0003,100.0,68791.0
call,50000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.2849,0.266,97.64,68791.0
put,50000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0002,0.0001,97.64,68791.0
call,51000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.2706,0.245,92.39,68791.07
put,51000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0002,0.0003,92.39,68791.07
call,52000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.2563,0.271,87.23,68791.07
put,52000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0002,0.0001,87.23,68791.07
call,53000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.242,0.257,82.15,68791.07
put,53000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0002,0.0011,82.15,68791.32
call,54000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.2277,0.243,77.13,68791.32
put,54000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0002,0.0013,77.13,68791.32
call,55000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.2135,0.2,76.3,68791.32
put,55000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0003,0.0003,76.3,68791.32
call,56000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.1992,0.2,71.2,68791.32
put,56000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0003,0.0004,71.2,68791.47
call,57000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.185,0.1665,69.84,68791.47
put,57000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0004,0.0007,69.84,68791.47
put,58000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0005,0.0012,65.87,68791.47
call,59000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.1566,0.1675,62.07,68791.47
put,59000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0006,0.0012,62.07,68791.45
call,60000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.1424,0.1535,59.05,68791.45
put,60000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0007,0.0007,59.05,68791.45
call,61000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.1283,0.1395,55.86,68791.45
put,61000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0009,0.0009,55.86,68791.45
call,62000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.1143,0.1255,53.0,68791.45
put,62000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0012,0.0011,53.0,68791.6
call,63000.0,2024-02-22 10:44:00,2024-05-31 08:00:00,0.1003,0.085,48.84,68791.6
put,63000.0,2024-02-22 10:44:00,2024-05-31 08:00:00,0.0015,0.0015,48.84,68791.6
call,64000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.087,0.1129,48.81,68791.6
put,64000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0025,0.0021,48.81,68791.6
call,65000.0,2024-02-26 20:13:00,2024-05-31 08:00:00,0.074,0.094,47.32,68791.6
put,65000.0,2024-02-26 20:13:00,2024-05-31 08:00:00,0.0038,0.0032,47.32,68792.12
call,66000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0612,0.0728,45.21,68792.12
call,67000.0,2024-02-27 05:50:00,2024-05-31 08:00:00,0.0498,0.0535,44.73,68792.12
put,67000.0,2024-02-27 05:50:00,2024-05-31 08:00:00,0.0082,0.0175,44.73,68792.12
call,68000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0393,0.04,43.9,68793.47
call,69000.0,2024-02-27 16:27:00,2024-05-31 08:00:00,0.0305,0.031,44.14,68793.47
put,69000.0,2024-02-27 16:27:00,2024-05-31 08:00:00,0.0175,0.016,44.14,68793.47
call,70000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0231,0.023,44.47,68793.47
put,70000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0244,0.023,44.47,68793.47
put,71000.0,2024-02-28 12:04:00,2024-05-31 08:00:00,0.0327,0.029,44.81,68792.63
put,72000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0441,0.0335,48.88,68792.63
call,73000.0,2024-02-28 17:25:00,2024-05-31 08:00:00,0.0102,0.0085,48.88,68792.63
put,73000.0,2024-02-28 17:25:00,2024-05-31 08:00:00,0.0544,0.1555,48.88,68792.63
call,74000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0095,0.0095,55.03,68792.77
put,74000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0681,0.096,55.03,68792.77
call,75000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0069,0.0041,55.03,68792.77
put,75000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0798,0.116,55.03,68792.77
put,76000.0,2024-02-26 20:10:00,2024-05-31 08:00:00,0.0921,0.129,55.03,68792.77
put,77000.0,2024-03-04 11:39:00,2024-05-31 08:00:00,0.1049,0.088,54.9,68792.65
call,78000.0,2024-02-27 05:11:00,2024-05-31 08:00:00,0.0023,0.0048,54.9,68792.65
put,78000.0,2024-02-27 05:11:00,2024-05-31 08:00:00,0.1181,0.1457,54.9,68792.65
call,79000.0,2024-03-04 13:41:00,2024-05-31 08:00:00,0.0016,0.0042,54.9,68792.65
put,79000.0,2024-03-04 13:41:00,2024-05-31 08:00:00,0.1316,0.172,54.9,68792.65
call,80000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.001,0.0025,54.86,68792.76
put,80000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.1454,0.181,54.86,68792.76
call,81000.0,2024-03-04 21:40:00,2024-05-31 08:00:00,0.0009,0.0013,58.06,68792.76
put,81000.0,2024-03-04 21:40:00,2024-05-31 08:00:00,0.1596,0.195,58.06,68792.76
call,82000.0,2024-02-28 11:36:00,2024-05-31 08:00:00,0.0009,0.0025,61.59,68792.76
put,82000.0,2024-02-28 11:36:00,2024-05-31 08:00:00,0.1739,0.315,61.59,68792.76
call,83000.0,2024-03-10 05:22:00,2024-05-31 08:00:00,0.0009,0.126,65.42,68792.76
call,84000.0,2024-02-28 12:48:00,2024-05-31 08:00:00,0.0006,0.0007,65.42,68792.76
put,84000.0,2024-02-28 12:48:00,2024-05-31 08:00:00,0.2022,0.364,65.42,68792.76
call,85000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0004,0.0006,65.42,68792.76
put,85000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.2164,0.3805,65.42,68792.84
call,86000.0,2024-02-28 17:26:00,2024-05-31 08:00:00,0.0004,0.0029,67.27,68792.84
call,88000.0,2024-02-29 08:39:00,2024-05-31 08:00:00,0.0003,0.001,70.43,68792.84
call,90000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0001,0.0005,70.44,68793.0
call,92000.0,2024-03-04 17:03:00,2024-05-31 08:00:00,0.0002,0.0004,79.1,68793.0
call,94000.0,2024-03-04 20:08:00,2024-05-31 08:00:00,0.0001,0.0004,79.1,68793.0
call,95000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0001,0.026,79.1,68792.37
call,96000.0,2024-03-08 18:48:00,2024-05-31 08:00:00,0.0001,0.0004,87.56,68792.37
call,100000.0,2024-02-21 08:01:00,2024-05-31 08:00:00,0.0,0.0003,87.56,68792.84
call,52000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.2647,0.249,69.59,68793.35
put,52000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0004,0.0015,69.59,68793.35
call,54000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.2366,0.217,65.36,68793.35
put,54000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0006,0.0009,65.36,68793.39
put,56000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0008,0.0015,59.38,68793.39
call,58000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.1806,0.16,55.29,68793.39
put,58000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0012,0.0016,55.29,68793.39
call,60000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.1531,0.1325,52.14,68793.48
put,60000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.002,0.0017,52.14,68793.48
call,61000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.1395,0.1154,50.45,68793.48
put,61000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0025,0.0038,50.45,68793.48
call,62000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.1262,0.1385,49.45,68793.48
put,62000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0034,0.0055,49.45,68793.48
call,63000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.1134,0.0205,48.93,68793.46
put,63000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0048,0.0065,48.93,68793.46
put,64000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.006,0.0085,47.12,68793.46
call,65000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0886,0.07,46.85,68793.46
put,65000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0082,0.015,46.85,68793.46
call,66000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0769,0.059,45.94,68793.24
put,66000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0107,0.019,45.94,68793.24
call,67000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0663,0.05,45.66,68793.24
put,67000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0142,0.025,45.66,68793.24
call,68000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0562,0.042,44.98,68793.24
put,68000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0183,0.026,44.98,68793.24
call,69000.0,2024-05-09 16:33:00,2024-06-07 08:00:00,0.0478,0.0345,45.57,68793.49
put,69000.0,2024-05-09 16:33:00,2024-06-07 08:00:00,0.024,0.0265,45.57,68793.49
call,70000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0398,0.029,45.45,68793.49
put,70000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0301,0.044,45.45,68793.49
call,71000.0,2024-05-15 16:32:00,2024-06-07 08:00:00,0.0328,0.0235,45.43,68793.49
call,72000.0,2024-05-09 19:27:00,2024-06-07 08:00:00,0.0268,0.019,45.55,68794.13
put,72000.0,2024-05-09 19:27:00,2024-06-07 08:00:00,0.0454,0.0645,45.55,68794.13
call,73000.0,2024-05-15 23:23:00,2024-06-07 08:00:00,0.0267,0.0155,52.55,68794.13
put,73000.0,2024-05-15 23:23:00,2024-06-07 08:00:00,0.0595,0.0765,52.55,68794.13
call,74000.0,2024-05-15 19:14:00,2024-06-07 08:00:00,0.022,0.0125,52.55,68794.13
put,74000.0,2024-05-15 19:14:00,2024-06-07 08:00:00,0.069,0.1155,52.55,68797.27
call,75000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.018,0.01,52.55,68797.27
call,76000.0,2024-05-17 19:01:00,2024-06-07 08:00:00,0.0146,0.009,52.55,68797.27
put,76000.0,2024-05-17 19:01:00,2024-06-07 08:00:00,0.0898,0.111,52.55,68797.27
put,80000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.1439,0.1715,66.63,68795.99
call,90000.0,2024-05-09 08:01:00,2024-06-07 08:00:00,0.0027,0.0009,72.69,68796.07
