option_type,strike,creation,maturity,mark_price,last_price,mark_iv,index_price
put,22000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.0007,0.0007,86.43,68834.5
call,24000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.6806,0.627,82.85,68834.5
put,24000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.0009,0.0175,82.85,68834.5
call,25000.0,2023-10-24 13:40:00,2024-09-27 08:00:00,0.6673,0.6645,80.48,68834.98
put,25000.0,2023-10-24 13:40:00,2024-09-27 08:00:00,0.0009,0.0041,80.48,68834.98
put,26000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.0011,0.024,79.9,68834.98
call,28000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.6278,0.6245,76.71,68834.98
put,28000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.0014,0.0037,76.71,68834.98
call,30000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.6017,0.6015,75.8,68834.98
put,30000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.002,0.0022,75.8,68835.05
call,32000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.5753,0.524,72.17,68835.05
put,32000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.0022,0.007,72.17,68835.05
call,34000.0,2023-09-28 14:42:00,2024-09-27 08:00:00,0.5492,0.554,70.09,68835.5
put,34000.0,2023-09-28 14:42:00,2024-09-27 08:00:00,0.0028,0.0095,70.09,68835.5
call,35000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.5361,0.479,68.93,68835.5
put,35000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.0031,0.0105,68.93,68834.99
call,36000.0,2023-10-02 07:57:00,2024-09-27 08:00:00,0.5233,0.4605,68.39,68834.99
put,36000.0,2023-10-02 07:57:00,2024-09-27 08:00:00,0.0036,0.005,68.39,68834.99
call,38000.0,2023-10-21 18:47:00,2024-09-27 08:00:00,0.4978,0.4495,67.33,68834.99
put,38000.0,2023-10-21 18:47:00,2024-09-27 08:00:00,0.0048,0.015,67.33,68835.17
call,40000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.472,0.4765,65.03,68835.17
put,40000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.0057,0.019,65.03,68836.31
call,42000.0,2023-10-24 02:42:00,2024-09-27 08:00:00,0.4473,0.456,64.69,68836.31
put,42000.0,2023-10-24 02:42:00,2024-09-27 08:00:00,0.0077,0.0155,64.69,68836.31
call,44000.0,2023-10-25 17:25:00,2024-09-27 08:00:00,0.4227,0.432,63.61,68836.25
put,44000.0,2023-10-25 17:25:00,2024-09-27 08:00:00,0.0097,0.0115,63.61,68836.25
call,45000.0,2023-10-02 07:46:00,2024-09-27 08:00:00,0.4106,0.42,63.23,68836.25
put,45000.0,2023-10-02 07:46:00,2024-09-27 08:00:00,0.011,0.0195,63.23,68836.73
call,46000.0,2023-11-09 06:27:00,2024-09-27 08:00:00,0.3985,0.4105,62.72,68836.73
put,46000.0,2023-11-09 06:27:00,2024-09-27 08:00:00,0.0122,0.0215,62.72,68836.73
call,48000.0,2023-12-01 08:38:00,2024-09-27 08:00:00,0.3753,0.388,62.53,68836.64
call,50000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.353,0.3655,62.53,68836.64
put,50000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.0202,0.033,62.53,68835.69
call,52000.0,2023-12-04 09:25:00,2024-09-27 08:00:00,0.3315,0.2095,62.53,68835.69
put,52000.0,2023-12-04 09:25:00,2024-09-27 08:00:00,0.0253,0.0041,62.53,68835.69
call,54000.0,2023-12-05 21:15:00,2024-09-27 08:00:00,0.3108,0.3215,62.53,68835.94
put,54000.0,2023-12-05 21:15:00,2024-09-27 08:00:00,0.0313,0.0505,62.53,68835.94
call,55000.0,2023-11-02 00:38:00,2024-09-27 08:00:00,0.3007,0.3075,62.53,68835.94
put,55000.0,2023-11-02 00:38:00,2024-09-27 08:00:00,0.0346,0.042,62.53,68836.02
call,56000.0,2024-01-02 05:01:00,2024-09-27 08:00:00,0.2909,0.302,62.53,68836.02
call,58000.0,2024-01-08 22:46:00,2024-09-27 08:00:00,0.2719,0.2525,62.53,68835.61
put,58000.0,2024-01-08 22:46:00,2024-09-27 08:00:00,0.0457,0.0445,62.53,68835.61
call,60000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.2537,0.2645,62.53,68835.61
put,60000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.0543,0.0505,62.53,68835.66
call,62000.0,2024-02-14 13:00:00,2024-09-27 08:00:00,0.2364,0.2375,62.53,68835.66
put,62000.0,2024-02-14 13:00:00,2024-09-27 08:00:00,0.0637,0.0595,62.53,68835.66
call,65000.0,2023-12-05 18:29:00,2024-09-27 08:00:00,0.2122,0.2165,62.53,68836.16
put,65000.0,2023-12-05 18:29:00,2024-09-27 08:00:00,0.0794,0.087,62.53,68836.71
call,70000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.1713,0.177,60.32,68837.1
put,70000.0,2023-09-27 08:01:00,2024-09-27 08:00:00,0.1053,0.1185,60.32,68837.1
call,75000.0,2024-02-14 13:06:00,2024-09-27 08:00:00,0.1423,0.149,61.26,68836.21
put,75000.0,2024-02-14 13:06:00,2024-09-27 08:00:00,0.1429,0.1445,61.26,68836.77
call,80000.0,2023-10-16 13:30:00,2024-09-27 08:00:00,0.1175,0.1275,61.88,68836.13
put,80000.0,2023-10-16 13:30:00,2024-09-27 08:00:00,0.1849,0.1855,61.88,68836.28
call,85000.0,2024-02-28 11:52:00,2024-09-27 08:00:00,0.097,0.097,62.48,68836.26
put,85000.0,2024-02-28 11:52:00,2024-09-27 08:00:00,0.2311,0.387,62.48,68836.13
call,90000.0,2023-10-23 22:44:00,2024-09-27 08:00:00,0.0805,0.081,63.24,68836.05
put,90000.0,2023-10-23 22:44:00,2024-09-27 08:00:00,0.2813,0.29,63.24,68835.45
call,95000.0,2024-03-04 17:11:00,2024-09-27 08:00:00,0.0667,0.067,63.87,68835.45
put,95000.0,2024-03-04 17:11:00,2024-09-27 08:00:00,0.3343,0.5255,63.87,68835.69
call,100000.0,2023-11-09 10:22:00,2024-09-27 08:00:00,0.0557,0.0565,64.62,68835.69
put,100000.0,2023-11-09 10:22:00,2024-09-27 08:00:00,0.39,0.5955,64.62,68835.69
call,105000.0,2024-03-13 10:38:00,2024-09-27 08:00:00,0.0465,0.047,65.21,68835.55
put,105000.0,2024-03-13 10:38:00,2024-09-27 08:00:00,0.4475,0.613,65.21,68835.55
call,110000.0,2023-12-04 06:23:00,2024-09-27 08:00:00,0.0392,0.04,65.99,68835.55
put,110000.0,2023-12-04 06:23:00,2024-09-27 08:00:00,0.5069,0.6815,65.99,68835.52
call,120000.0,2024-01-09 21:13:00,2024-09-27 08:00:00,0.0285,0.029,67.59,68835.52
put,120000.0,2024-01-09 21:13:00,2024-09-27 08:00:00,0.6296,0.889,67.59,68835.52
call,130000.0,2024-02-26 19:45:00,2024-09-27 08:00:00,0.0207,0.0028,68.79,68835.43
put,130000.0,2024-02-26 19:45:00,2024-09-27 08:00:00,0.7553,1.055,68.79,68835.43
call,140000.0,2024-02-28 08:42:00,2024-09-27 08:00:00,0.0155,0.017,70.09,68835.43
put,140000.0,2024-02-28 08:42:00,2024-09-27 08:00:00,0.8835,0.9175,70.09,68835.39
call,160000.0,2024-03-04 20:38:00,2024-09-27 08:00:00,0.0095,0.008,73.06,68835.27
put,160000.0,2024-03-04 20:38:00,2024-09-27 08:00:00,1.1443,1.4575,73.06,68836.26
put,10000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0003,0.0007,100.0,68835.27
call,15000.0,2023-12-29 17:00:00,2024-12-27 08:00:00,0.8064,0.7365,90.48,68835.27
put,15000.0,2023-12-29 17:00:00,2024-12-27 08:00:00,0.0009,0.0013,90.48,68835.08
call,20000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.7423,0.7335,81.54,68835.08
put,20000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0017,0.0034,81.54,68835.08
call,25000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.6785,0.618,73.63,68835.1
put,25000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0028,0.0041,73.63,68835.1
call,30000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.6161,0.607,69.84,68835.1
put,30000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0052,0.0095,69.84,68835.46
call,32000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.5916,0.517,68.75,68835.46
put,32000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0067,0.0125,68.75,68835.46
call,34000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.5677,0.573,68.23,68835.46
put,34000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0087,0.016,68.23,68835.46
call,35000.0,2024-02-09 17:51:00,2024-12-27 08:00:00,0.5557,0.558,67.68,68835.46
put,35000.0,2024-02-09 17:51:00,2024-12-27 08:00:00,0.0097,0.018,67.68,68835.46
call,36000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.544,0.465,67.45,68829.91
put,36000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.011,0.02,67.45,68829.91
call,38000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.5206,0.5275,66.57,68829.91
put,38000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0135,0.0255,66.57,68815.41
call,40000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.4981,0.504,66.38,68815.41
put,40000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.017,0.0415,66.38,68815.41
call,42000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.4756,0.485,65.69,68814.51
put,42000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0205,0.0385,65.69,68814.51
call,44000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.4541,0.4645,65.42,68814.74
put,44000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.025,0.0515,65.42,68814.74
call,45000.0,2024-02-28 17:26:00,2024-12-27 08:00:00,0.4437,0.363,65.42,68814.74
put,45000.0,2024-02-28 17:26:00,2024-12-27 08:00:00,0.0276,0.0302,65.43,68814.33
call,46000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.4335,0.4425,65.43,68814.33
put,46000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0303,0.0535,65.43,68814.33
call,48000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.4136,0.424,65.43,68813.71
put,48000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0364,0.0615,65.43,68813.71
call,50000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.3944,0.4,65.43,68813.71
put,50000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0431,0.044,65.43,68813.6
call,52000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.3758,0.3682,65.43,68813.6
put,52000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0505,0.053,65.43,68813.6
call,54000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.358,0.3585,65.44,68813.08
put,54000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0586,0.056,65.44,68813.08
call,55000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.3493,0.2995,65.44,68813.08
put,55000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0629,0.0405,65.44,68813.14
call,56000.0,2024-01-02 00:46:00,2024-12-27 08:00:00,0.3408,0.3465,65.44,68813.14
put,56000.0,2024-01-02 00:46:00,2024-12-27 08:00:00,0.0674,0.069,65.44,68813.14
call,58000.0,2024-01-02 05:11:00,2024-12-27 08:00:00,0.3243,0.331,65.44,68813.29
put,58000.0,2024-01-02 05:11:00,2024-12-27 08:00:00,0.0769,0.074,65.44,68813.29
call,60000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.3085,0.3155,65.44,68813.29
put,60000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.087,0.084,65.45,68813.26
call,62000.0,2024-02-12 19:15:00,2024-12-27 08:00:00,0.2934,0.285,65.45,68813.26
put,62000.0,2024-02-12 19:15:00,2024-12-27 08:00:00,0.0978,0.095,65.45,68813.26
call,65000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.2718,0.269,65.45,68813.94
put,65000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.1152,0.1242,65.45,68814.18
call,70000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.2373,0.3133,64.79,68813.89
put,70000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.1455,0.1445,64.79,68813.85
call,72000.0,2024-02-28 09:05:00,2024-12-27 08:00:00,0.2293,0.2195,65.58,68813.85
call,75000.0,2024-01-08 23:13:00,2024-12-27 08:00:00,0.2095,0.1715,65.26,68814.03
put,75000.0,2024-01-08 23:13:00,2024-12-27 08:00:00,0.1826,0.186,65.26,68815.15
call,80000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.1853,0.179,65.76,68815.03
put,80000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.2232,0.221,65.76,68815.03
call,85000.0,2024-02-27 05:28:00,2024-12-27 08:00:00,0.1643,0.164,66.3,68814.64
put,85000.0,2024-02-27 05:28:00,2024-12-27 08:00:00,0.2671,0.337,66.3,68814.07
call,90000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.1455,0.111,66.68,68810.76
put,90000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.3132,0.534,66.68,68810.76
call,95000.0,2024-02-28 19:17:00,2024-12-27 08:00:00,0.13,0.125,67.36,68810.76
put,95000.0,2024-02-28 19:17:00,2024-12-27 08:00:00,0.3626,0.4795,67.36,68810.76
call,100000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.116,0.126,67.84,68809.97
put,100000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.4135,0.4685,67.84,68809.97
call,105000.0,2024-03-05 02:49:00,2024-12-27 08:00:00,0.1037,0.101,68.32,68809.97
put,105000.0,2024-03-05 02:49:00,2024-12-27 08:00:00,0.4662,0.661,68.32,68809.99
call,110000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0932,0.0925,68.86,68809.99
put,110000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.5206,1.0215,68.86,68809.99
call,120000.0,2023-12-27 08:34:00,2024-12-27 08:00:00,0.0752,0.08,69.63,68811.75
put,120000.0,2023-12-27 08:34:00,2024-12-27 08:00:00,0.6323,0.8105,69.63,68811.75
call,130000.0,2024-01-08 18:44:00,2024-12-27 08:00:00,0.062,0.0485,70.66,68811.75
put,130000.0,2024-01-08 18:44:00,2024-12-27 08:00:00,0.7488,0.9805,70.66,68812.78
call,140000.0,2024-02-15 00:22:00,2024-12-27 08:00:00,0.0515,0.0555,71.59,68812.78
put,140000.0,2024-02-15 00:22:00,2024-12-27 08:00:00,0.868,0.9045,71.59,68812.78
call,150000.0,2024-02-27 02:08:00,2024-12-27 08:00:00,0.0425,0.0345,72.13,68812.89
put,150000.0,2024-02-27 02:08:00,2024-12-27 08:00:00,0.9888,1.0285,72.13,68812.89
call,160000.0,2024-02-28 13:26:00,2024-12-27 08:00:00,0.036,0.04,73.02,68812.89
put,160000.0,2024-02-28 13:26:00,2024-12-27 08:00:00,1.112,1.4095,73.02,68812.53
call,180000.0,2024-03-04 23:08:00,2024-12-27 08:00:00,0.0262,0.0295,74.52,68812.41
put,180000.0,2024-03-04 23:08:00,2024-12-27 08:00:00,1.3618,1.402,74.52,68812.41
call,20000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.7461,0.8035,82.93,68812.42
put,20000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0056,0.0055,82.93,68812.42
call,30000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.6324,0.6245,81.13,68812.41
put,30000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0216,0.127,81.13,68812.41
call,40000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.5345,0.6265,81.13,68812.29
put,40000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0535,0.034,81.13,68812.29
call,50000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.4288,0.429,71.08,68811.74
put,50000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0776,0.1405,71.08,68811.74
call,60000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.3444,0.144,67.7,68811.23
put,60000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1229,0.1465,67.7,68811.23
call,70000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2782,0.217,66.75,68810.7
put,70000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1865,0.098,66.75,68810.7
call,75000.0,2024-05-01 11:08:00,2025-03-28 08:00:00,0.2547,0.194,67.82,68811.07
put,75000.0,2024-05-01 11:08:00,2025-03-28 08:00:00,0.2279,0.3475,67.82,68811.07
call,80000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2318,0.237,68.18,68811.26
put,80000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2698,0.2795,68.18,68811.26
call,85000.0,2024-04-02 09:23:00,2025-03-28 08:00:00,0.211,0.209,68.49,68810.88
put,85000.0,2024-04-02 09:23:00,2025-03-28 08:00:00,0.3139,0.4605,68.49,68811.0
call,90000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1932,0.191,69.01,68810.66
put,90000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.361,0.3715,69.01,68810.66
call,100000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1622,0.161,69.73,68810.92
put,100000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.4598,0.456,69.73,68810.92
call,110000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1372,0.1555,70.41,68810.79
put,110000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.5646,0.8935,70.41,68810.79
call,120000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.118,0.1205,71.35,68811.13
put,120000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.6751,0.9145,71.35,68811.13
call,130000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1007,0.114,71.77,68811.19
put,130000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.7876,1.21,71.77,68811.19
call,140000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0872,0.102,72.4,68811.19
put,140000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.9038,1.1955,72.4,68811.08
call,150000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0755,0.172,72.81,68811.08
put,150000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,1.0218,1.529,72.81,68811.08
call,160000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0657,0.092,73.22,68811.08
put,160000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,1.1418,1.6915,73.22,68811.08
call,170000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.059,0.1205,73.67,68811.08
call,180000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.052,0.0625,74.56,68811.07
put,180000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,1.3876,2.017,74.56,68811.07
call,200000.0,2024-03-27 13:12:00,2025-03-28 08:00:00,0.0425,0.047,76.01,68811.06
put,200000.0,2024-03-27 13:12:00,2025-03-28 08:00:00,1.6376,1.6952,76.01,68811.06
